,make,model,variant,body_type,mileage,fuel_type,transmission,year,city,price
0,Aston Martin,Vantage,V8 Sport,coupe,19003,petrol,automatic,2013,Mumbai,7395000
1,Audi,Q5,3.0 TDI Quattro,suv,130000,diesel,automatic,2011,Ajmer,1250000
2,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,160000,diesel,automatic,2012,Ajmer,1250000
3,Audi,Q5,30 TDI quattro Premium Plus,suv,104000,diesel,automatic,2015,Bangalore,2550000
4,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,49000,diesel,automatic,2015,Bangalore,1875000
5,Audi,Q3,2.0 TDI,suv,65000,diesel,automatic,2013,Bangalore,1650000
6,Audi,A6,2.0 TDI Premium Plus,sedan,111000,diesel,automatic,2012,Bangalore,1525000
7,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,98000,diesel,automatic,2009,Bangalore,1500000
8,Audi,Q7,3.0 TDI Quattro Technology,suv,85000,diesel,automatic,2013,Bangalore,2300000
9,Audi,Q3,35 TDI Quattro Premium Plus,suv,75000,diesel,automatic,2018,Bangalore,2950000
10,Audi,Q7,45 TDI Quattro Premium Plus,suv,40000,diesel,automatic,2016,Bangalore,5950000
11,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,79160,diesel,automatic,2012,Bangalore,1700000
12,Audi,A6,2.0 TDI,sedan,69481,diesel,automatic,2012,Bangalore,1850000
13,Audi,Q7,45 TDI Quattro Technology,suv,40000,diesel,automatic,2016,Bangalore,5950000
14,Audi,Q3,35 TDI Quattro Premium,suv,62254,diesel,automatic,2014,Bangalore,1890000
15,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,75000,diesel,automatic,2013,Bangalore,1455000
16,Audi,Q5,2.0 TDI,suv,92000,diesel,automatic,2012,Bangalore,1600000
17,Audi,Q7,3.0 TDI quattro,suv,142328,diesel,automatic,2011,Bangalore,2150000
18,Audi,Q3,35 TDI Dynamic Edition,suv,75296,diesel,automatic,2018,Bangalore,3250000
19,Audi,Q3,35 TDI Quattro Premium Plus,suv,75000,diesel,automatic,2018,Bangalore,2785000
20,Audi,Q3,35 TDI Quattro Premium,suv,64000,diesel,automatic,2012,Bangalore,1300000
21,Audi,Q5,30 TDI Design Edition,suv,65000,diesel,automatic,2015,Bangalore,1750000
22,Audi,A6,35 TDI,sedan,46000,diesel,automatic,2015,Bangalore,2390000
23,Audi,Q5,2.0 TDI,suv,55000,diesel,automatic,2012,Bangalore,1900000
24,Audi,Q3,2.0 TDI,suv,58154,diesel,automatic,2013,Faridabad,1350000
25,Audi,A4,New  2.0 TDI Multitronic,sedan,70000,diesel,automatic,2011,Faridabad,550000
26,Audi,Q3,30 TDI Premium FWD,suv,31200,diesel,automatic,2017,Gurgaon,2580000
27,Audi,A6,35 TDI,sedan,40800,diesel,automatic,2016,Gurgaon,2380000
28,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,69300,diesel,automatic,2014,Gurgaon,1480000
29,Audi,Q7,3.0 TDI Quattro Technology,suv,62000,diesel,automatic,2013,Gurgaon,1790000
30,Audi,Q7,45 TDI Quattro Technology,suv,28000,diesel,automatic,2015,Gurgaon,4475000
31,Audi,A4,35 TDI Technology,sedan,38000,diesel,automatic,2017,Gurgaon,2880000
32,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,52000,diesel,automatic,2013,Gurgaon,1090000
33,Audi,A6,35 TDI,sedan,40000,diesel,automatic,2016,Gurgaon,2750000
34,Audi,A4,2.0 TDI Premium Sport Limited Edition,sedan,32000,diesel,automatic,2013,Gurgaon,1170000
35,Audi,A4,35 TDI Premium,sedan,43100,diesel,automatic,2016,Gurgaon,1750000
36,Audi,A6,2.0 TDI,sedan,67500,diesel,automatic,2012,Gurgaon,925000
37,Audi,Q3,35 TDI Quattro Premium,suv,90000,diesel,automatic,2016,Gurgaon,1880000
38,Audi,Q3,35 TDI Quattro Premium,suv,64000,diesel,automatic,2016,Gurgaon,1880000
39,Audi,Q5,35TDI Technology,suv,41800,diesel,automatic,2018,Gurgaon,4550000
40,Audi,Q7,35 TDI Quattro Premium,suv,66700,diesel,automatic,2015,Gurgaon,2650000
41,Audi,A6,2.0 TDI Premium Plus,sedan,71600,diesel,automatic,2014,Gurgaon,1690000
42,Audi,A4,2.0 TDI,sedan,99000,diesel,automatic,2014,Hyderabad,1550000
43,Audi,A3,35 TDI Premium Plus,sedan,63000,diesel,automatic,2015,Hyderabad,2075000
44,Audi,A6,2.0 TDI Premium Plus,sedan,84000,diesel,automatic,2012,Hyderabad,1825000
45,Audi,A3,35 TDI Premium,sedan,63112,diesel,automatic,2015,Hyderabad,2250000
46,Audi,A6,2.0 TDI,sedan,71702,diesel,automatic,2012,Hyderabad,1675000
47,Audi,A5,Sportback,sedan,9000,diesel,automatic,2019,Hyderabad,5400000
48,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,92000,diesel,automatic,2014,Hyderabad,1599000
49,Audi,A4,2.0 TDI,sedan,66000,diesel,automatic,2013,Hyderabad,1575000
50,Audi,A6,2.0 TDI Premium Plus,sedan,50000,diesel,automatic,2013,Mumbai,1500000
51,Audi,A6,3.0 TDI quattro,sedan,38000,diesel,automatic,2011,Mumbai,1250000
52,Audi,A6,3.0 TDI quattro,sedan,38000,diesel,automatic,2011,Mumbai,1250000
53,Audi,A6,35 TDI,sedan,27000,diesel,automatic,2019,Mumbai,3450000
54,Audi,Q3,2.0 TDI Quattro,suv,62000,diesel,automatic,2016,Mumbai,1999000
55,Audi,Q7,35 TDI Quattro Premium Plus,suv,87800,diesel,automatic,2013,Mumbai,1950000
56,Audi,A6,2.0 TDI Premium Plus,sedan,74000,diesel,automatic,2014,Mumbai,1295000
57,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,44000,diesel,automatic,2012,Mumbai,1549000
58,Audi,Q5,2.0 TDI,suv,72652,diesel,automatic,2012,Mumbai,1350000
59,Audi,Q5,2.0 TDI,suv,72652,diesel,automatic,2012,Mumbai,1350000
60,Audi,A6,35 TDI Technology,sedan,49000,diesel,automatic,2015,Mumbai,2600000
61,Audi,A6,35 TDI Technology,sedan,49000,diesel,automatic,2015,Mumbai,2600000
62,Audi,Q5,2.0 TDI,suv,68000,diesel,automatic,2012,Mumbai,1100000
63,Audi,A6,2.0 TDI Premium Plus,sedan,63900,diesel,automatic,2013,Mumbai,1499000
64,Audi,A6,2.0 TDI,sedan,58600,diesel,automatic,2014,Mumbai,1600000
65,Audi,Q7,3.0 TDI quattro,suv,120000,diesel,automatic,2013,Mumbai,2200000
66,Audi,A6,2.7 TDI,sedan,93000,diesel,automatic,2010,Mumbai,790000
67,Audi,Q5,3.0 TDI Quattro,suv,68000,diesel,automatic,2012,Mumbai,1100000
68,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,74000,diesel,automatic,2013,Mumbai,1600000
69,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,74000,diesel,automatic,2013,Mumbai,1600000
70,Audi,Q3,35 TDI Dynamic Edition,suv,70000,diesel,automatic,2017,Mumbai,2523000
71,Audi,A6,35 TDI,sedan,27001,diesel,automatic,2019,Mumbai,3450000
72,Audi,A6,2.0 TDI,sedan,58600,diesel,automatic,2014,Mumbai,1600000
73,Audi,Q3,35 TDI Quattro Premium Plus,suv,58000,diesel,automatic,2017,Mumbai,2050000
74,Audi,A6,35 TDI,sedan,56000,diesel,automatic,2015,Mumbai,1695000
75,Audi,A8,L 60 TDI Quattro,sedan,67987,diesel,automatic,2016,Mumbai,3750000
76,Audi,Q5,3.0 TDI Quattro,suv,72000,diesel,automatic,2010,Mumbai,1225000
77,Audi,A6,3.0 TDI Quattro Technology,sedan,55000,diesel,automatic,2012,Mumbai,1199000
78,Audi,Q5,3.0 TDI Quattro,suv,72000,diesel,automatic,2010,Mumbai,1245000
79,Audi,Q5,2.0 TDI,suv,63000,diesel,automatic,2012,Mumbai,1250000
80,Audi,Q7,45 TDI Quattro Technology,suv,40000,diesel,automatic,2017,Mumbai,5650000
81,Audi,Q5,3.0 TDI Quattro,suv,109975,diesel,automatic,2011,Mumbai,1099000
82,Audi,Q5,30 TDI Design Edition,suv,81000,diesel,automatic,2016,Mumbai,2290000
83,Audi,Q7,3.0 TDI quattro,suv,83000,diesel,automatic,2012,Mumbai,1750000
84,Audi,A4,35 TDI Premium,sedan,79000,diesel,automatic,2014,Mumbai,1550000
85,Audi,A4,2.0 TDI,sedan,33000,diesel,automatic,2013,Mumbai,1249000
86,Audi,A4,35 TDI Technology,sedan,47000,diesel,automatic,2017,Mumbai,2730000
87,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,55000,diesel,automatic,2014,Mumbai,1750000
88,Audi,A6,2.0 TDI,sedan,106755,diesel,automatic,2012,Mumbai,1125000
89,Audi,A4,2.0 TDI,sedan,98000,diesel,automatic,2014,Delhi,1250000
90,Audi,A6,2.0 TDI,sedan,71000,diesel,automatic,2014,Delhi,1350000
91,Audi,Q7,35 TDI Quattro Premium,suv,81009,diesel,automatic,2016,Delhi,3875000
92,Audi,Q7,3.0 TDI quattro,suv,90009,diesel,automatic,2012,Delhi,1325000
93,Audi,Q7,3.0 TDI Quattro Technology,suv,90000,diesel,automatic,2013,Delhi,1451000
94,Audi,A6,2.0 TDI,sedan,58000,diesel,automatic,2013,Delhi,1149045
95,Audi,A4,3.0 TDI Quattro,sedan,87000,diesel,automatic,2015,Delhi,1475006
96,Audi,A6,2.0 TDI,sedan,103000,diesel,automatic,2012,Delhi,999075
97,Audi,Q3,35 TDI Quattro Premium,suv,70000,diesel,automatic,2013,Delhi,1349013
98,Audi,A6,35 TDI,sedan,45000,diesel,automatic,2016,Delhi,2690000
99,Audi,A3,35 TDI Premium Plus,sedan,32000,diesel,automatic,2020,Delhi,2850000
100,Audi,Q7,4.2 TDI Quattro Technology,suv,120000,diesel,automatic,2014,Delhi,2890000
101,Audi,A6,2.0 TDI Special Edition,sedan,39000,diesel,automatic,2013,Delhi,1590000
102,Audi,A4,2.0 TDI,sedan,98000,diesel,automatic,2014,Delhi,1250000
103,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,84000,diesel,automatic,2014,Delhi,1080000
104,Audi,A6,2.0 TDI Technology,sedan,46000,diesel,automatic,2014,Delhi,1070000
105,Audi,Q7,45 TDI Quattro Technology,suv,40000,diesel,automatic,2018,Delhi,6400000
106,Audi,Q7,3.0 TDI quattro,suv,80000,diesel,automatic,2011,Delhi,1290000
107,Audi,A6,2.0 TDI Premium Plus,sedan,92000,diesel,automatic,2014,Delhi,1299999
108,Audi,A6,35 TDI,sedan,45000,diesel,automatic,2016,Delhi,2390000
109,Audi,Q3,35 TDI Quattro Premium,suv,83000,diesel,automatic,2015,Delhi,1699999
110,Audi,A6,35 TDI,sedan,68000,diesel,automatic,2016,Delhi,2490000
111,Audi,A4,2.0 TDI,sedan,25000,diesel,automatic,2014,Delhi,1375000
112,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,72000,diesel,automatic,2014,Delhi,1549699
113,Audi,A3,35 TDI Premium,sedan,37000,diesel,automatic,2015,Delhi,1625000
114,Audi,A4,2.0 TDI,sedan,58002,diesel,automatic,2013,Delhi,1050000
115,Audi,A3,35 TDI Premium Plus,sedan,30000,diesel,automatic,2020,Delhi,2500000
116,Audi,Q5,30 TDI quattro Premium Plus,suv,68000,diesel,automatic,2016,Delhi,1995000
117,Audi,A6,2.0 TDI,sedan,90000,diesel,automatic,2013,Delhi,1100000
118,Audi,A6,35 TDI Technology,sedan,62000,diesel,automatic,2015,Delhi,2575000
119,Audi,Q5,40 TDI Premium Plus,suv,18000,diesel,automatic,2019,Delhi,4875000
120,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,107000,diesel,automatic,2013,Delhi,999006
121,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,78000,diesel,automatic,2013,Delhi,1350000
122,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,40000,diesel,automatic,2013,Delhi,1150000
123,Audi,Q7,3.0 TDI Quattro Technology,suv,63500,diesel,automatic,2014,Delhi,2200000
124,Audi,A3,35 TDI Premium Plus,sedan,32000,diesel,automatic,2020,Delhi,2500000
125,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,58000,diesel,automatic,2014,Delhi,1295000
126,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,42000,diesel,automatic,2013,Delhi,1250000
127,Audi,Q3,2.0 TDI,suv,71000,diesel,automatic,2014,Delhi,1390000
128,Audi,A8,L 50 TDI Quattro,sedan,75000,diesel,automatic,2015,Delhi,4500000
129,Audi,A8,L 50 TDI Quattro,sedan,52001,diesel,automatic,2014,Delhi,3525000
130,Audi,Q7,3.0 TDI Quattro Technology,suv,90001,diesel,automatic,2013,Delhi,1850000
131,Audi,A6,2.7 TDI,sedan,110000,diesel,automatic,2010,Delhi,650000
132,Audi,Q3,35 TDI Quattro Premium Plus,suv,71500,diesel,automatic,2015,Delhi,1890000
133,Audi,Q3,35 TDI Quattro Premium Plus,suv,25000,diesel,automatic,2015,Delhi,1625000
134,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,32001,diesel,automatic,2014,Delhi,1335000
135,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,56000,diesel,automatic,2014,Delhi,2275000
136,Audi,Q5,2.0 TDI Premium Plus,suv,92000,diesel,automatic,2013,Delhi,1249999
137,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,62000,diesel,automatic,2014,Delhi,1275000
138,Audi,A6,2.0 TDI Premium Plus,sedan,37000,diesel,automatic,2013,Delhi,1275000
139,Audi,A4,2.0 TDI,sedan,45000,diesel,automatic,2013,Delhi,1250000
140,Audi,A4,New  2.0 TDI Multitronic,sedan,90000,diesel,automatic,2012,Delhi,850000
141,Audi,A6,2.0 TDI Premium Plus,sedan,98235,diesel,automatic,2013,Delhi,1100000
142,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,93000,diesel,automatic,2014,Delhi,1095000
143,Audi,A6,2.0 TDI Premium Plus,sedan,70000,diesel,automatic,2013,Delhi,1300000
144,Audi,Q3,35 TDI Quattro Technology,suv,37000,diesel,automatic,2018,Delhi,2750000
145,Audi,A8,4.2 TDI,sedan,51000,diesel,automatic,2012,Delhi,1725000
146,Audi,Q3,35 TDI Quattro Premium Plus,suv,76000,diesel,automatic,2013,Delhi,1076000
147,Audi,Q3,35 TDI Quattro Premium,suv,39000,diesel,automatic,2013,Delhi,1150000
148,Audi,Q3,35 TDI Quattro Premium Plus,suv,12001,diesel,automatic,2017,Delhi,2575000
149,Audi,A6,2.0 TDI Premium Plus,sedan,72000,diesel,automatic,2013,Delhi,1175000
150,Audi,A6,2.0 TDI,sedan,71000,diesel,automatic,2014,Delhi,1350000
151,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,107000,diesel,automatic,2013,Delhi,975000
152,Audi,Q7,3.0 TDI Quattro Technology,suv,50000,diesel,automatic,2014,Delhi,2390000
153,Audi,A6,2.0 TDI Premium Plus,sedan,50000,diesel,automatic,2014,Delhi,1540000
154,Audi,A6,35 TDI Premium,sedan,48100,diesel,automatic,2014,Delhi,1651000
155,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,40002,diesel,automatic,2012,Delhi,1750000
156,Audi,A6,2.0 TDI  Design Edition,sedan,29003,diesel,automatic,2015,Delhi,1850000
157,Audi,Q7,45 TDI Quattro Technology,suv,26000,diesel,automatic,2019,Delhi,6500000
158,Audi,Q7,3.0 TDI Quattro Technology,suv,50000,diesel,automatic,2014,Delhi,2399000
159,Audi,Q5,30 TDI quattro Premium,suv,75000,diesel,automatic,2017,Delhi,2450000
160,Audi,Q5,2.0 TDI Premium Plus,suv,60000,diesel,automatic,2013,Delhi,1490000
161,Audi,Q5,30 TDI quattro Premium,suv,35000,diesel,automatic,2017,Delhi,2850000
162,Audi,Q3,2.0 TDI,suv,81000,diesel,automatic,2013,Delhi,1290000
163,Audi,Q7,35 TDI Quattro Premium Plus,suv,75000,diesel,automatic,2014,Delhi,1975000
164,Audi,A4,35 TDI Technology Edition,sedan,72000,diesel,automatic,2015,Delhi,1575000
165,Audi,Q5,2.0 TDI,suv,65000,diesel,automatic,2011,Delhi,950000
166,Audi,A6,35 TDI Technology,sedan,48700,diesel,automatic,2014,Delhi,1650000
167,Audi,A6,2.0 TDI Premium Plus,sedan,58000,diesel,automatic,2015,Delhi,1850000
168,Audi,A6,35 TDI,sedan,60000,diesel,automatic,2015,Delhi,2300000
169,Audi,Q3,2.0 TDI Quattro Premium Plus,suv,80001,diesel,automatic,2013,Delhi,1300000
170,Audi,A6,35 TDI,sedan,45000,diesel,automatic,2015,Delhi,2400000
171,Audi,A6,2.0 TDI Technology,sedan,81000,diesel,automatic,2013,Delhi,1490000
172,Audi,A8,4.2 TDI,sedan,51000,diesel,automatic,2012,Delhi,1750000
173,Audi,A6,2.0 TDI Premium Plus,sedan,62000,diesel,automatic,2014,Delhi,1600000
174,Audi,Q7,3.0 TDI Quattro Premium Plus,suv,74000,diesel,automatic,2015,Delhi,2090000
175,Audi,Q7,35 TDI Quattro Premium,suv,81009,diesel,automatic,2016,Delhi,3875000
176,Audi,Q7,3.0 TDI quattro,suv,90009,diesel,automatic,2012,Delhi,1325000
177,Audi,Q5,2.0 TDI Technology,suv,33000,diesel,automatic,2015,Delhi,2800000
178,Audi,A4,3.0 TDI Quattro,sedan,33000,diesel,automatic,2014,Delhi,1390000
179,Audi,Q7,45 TDI Quattro Premium Plus,suv,58000,diesel,automatic,2017,Delhi,5085000
180,Audi,A6,2.0 TDI Premium Plus,sedan,58000,diesel,automatic,2015,Delhi,1790000
181,Audi,Q7,35 TDI Quattro Technology,suv,53000,diesel,automatic,2014,Delhi,2350000
182,Audi,Q5,30 TDI quattro Premium Plus,suv,65000,diesel,automatic,2016,Noida,2190000
183,Audi,A6,2.0 TDI Premium Plus,sedan,70000,diesel,automatic,2012,Noida,850000
184,Audi,A4,2.0 TDI Multitronic,sedan,57566,diesel,automatic,2015,Thane,1425000
185,Audi,A4,2.0 TDI 177 Bhp Premium Plus,sedan,57347,diesel,automatic,2015,Thane,1495000
186,Audi,Q3,S Edition,suv,65000,diesel,manual,2014,Bangalore,1545000
187,Audi,Q5,2.0 TFSI Quattro,suv,64000,petrol,automatic,2010,Bangalore,1350000
188,Audi,Q3,30 TFSI Premium FWD,suv,33000,petrol,automatic,2018,Bangalore,3195000
189,Audi,A6,45 TFSI Premium Plus,sedan,5000,petrol,automatic,2020,Gurgaon,5500000
190,Audi,A6,45 TFSI Premium Plus,sedan,5000,petrol,automatic,2020,Gurgaon,5500000
191,Audi,A6,45 TFSI Premium Plus,sedan,5000,petrol,automatic,2020,Gurgaon,5500000
192,Audi,A4,30 TFSI Technology,sedan,90000,petrol,automatic,2018,Gurgaon,3350000
193,Audi,A4,35 TFSi Premium,sedan,27000,petrol,automatic,2015,Gurgaon,1990000
194,Audi,A3,35 TFSI Premium Plus,sedan,28500,petrol,automatic,2018,Gurgaon,2690000
195,Audi,Q2,Premium,suv,3600,petrol,automatic,2021,Gurgaon,3450000
196,Audi,A6,45 TFSI Technology,sedan,1000,petrol,automatic,2022,Gurgaon,5880000
197,Audi,cabriolet,40 TFSI Premium Plus,convertibles,29000,petrol,automatic,2016,Gurgaon,3950000
198,Audi,A6,45 TFSI Technology,sedan,18000,petrol,automatic,2020,Gurgaon,5625000
199,Audi,Q2,Premium,suv,15000,petrol,automatic,2021,Gurgaon,3480000
200,Audi,A4,30 TFSI Premium Plus,sedan,27700,petrol,automatic,2017,Gurgaon,2980000
201,Audi,A6,45 TFSI Premium Plus,sedan,5000,petrol,automatic,2020,Gurgaon,5500000
202,Audi,A4,Technology,sedan,6200,petrol,automatic,2021,Gurgaon,4480000
203,Audi,Q3,30 TFSI Premium FWD,suv,49000,petrol,automatic,2017,Gurgaon,2350000
204,Audi,R8,4.2 FSI Quattro R Tronic,coupe,16001,petrol,automatic,2012,Mumbai,7495000
205,Audi,A6,35 TFSI Matrix,sedan,61000,petrol,automatic,2016,Mumbai,2199000
206,Audi,Q3,30 TFSI Premium FWD,suv,42500,petrol,automatic,2018,Mumbai,2699000
207,Audi,A3,35 TFSI Technology,sedan,9000,petrol,automatic,2019,Mumbai,2795000
208,Audi,A3,35 TFSI Technology,sedan,9000,petrol,automatic,2019,Mumbai,2795000
209,Audi,S5,Sportback,sedan,27200,petrol,automatic,2017,Mumbai,5325000
210,Audi,TT,2.0 TFSI,coupe,32000,petrol,automatic,2012,Mumbai,2499000
211,Audi,A4,Premium,sedan,101,petrol,automatic,2022,Mumbai,4400000
212,Audi,TT,2.0 TFSI,coupe,32500,petrol,automatic,2012,Mumbai,2499000
213,Audi,A6,35 TFSI Matrix,sedan,32000,petrol,automatic,2018,Mumbai,4150000
214,Audi,Q3,30 TFSI Premium FWD,suv,30500,petrol,automatic,2017,Mumbai,2350000
215,Audi,A3,35 TFSI Technology,sedan,9000,petrol,automatic,2019,Mumbai,2795000
216,Audi,Q5,2.0 TFSI Quattro,suv,48500,petrol,automatic,2009,Mumbai,1050000
217,Audi,A6,3.0 TFSI quattro,sedan,43000,petrol,automatic,2012,Mumbai,1250000
218,Audi,A4,30 TFSI Technology,sedan,23101,petrol,automatic,2019,Delhi,3600000
219,Audi,A4,Premium,sedan,2000,petrol,automatic,2022,Delhi,4400000
220,Audi,A6,35 TFSI Matrix,sedan,45000,petrol,automatic,2019,Delhi,3800000
221,Audi,Q8,55 TFSI Quattro,suv,5001,petrol,automatic,2021,Delhi,10900000
222,Audi,cabriolet,40 TFSI Premium Plus,convertibles,29000,petrol,automatic,2016,Delhi,3675000
223,Audi,Q7,40 TFSI Quattro Technology,suv,60000,petrol,automatic,2017,Delhi,5175000
224,Audi,A4,30 TFSI Premium Plus,sedan,95000,petrol,automatic,2017,Delhi,2175000
225,Audi,Q2,Premium Plus II,suv,17000,petrol,automatic,2021,Delhi,3275000
226,Audi,Q3,30 TFSI Premium FWD,suv,58000,petrol,automatic,2017,Delhi,2550000
227,Audi,Q3,30 TFSI Premium FWD,suv,50000,petrol,automatic,2017,Delhi,2600000
228,Audi,Q2,Premium,suv,10000,petrol,automatic,2020,Delhi,3350000
229,Audi,cabriolet,40 TFSI Premium Plus,convertibles,29000,petrol,automatic,2016,Delhi,3390000
230,Audi,A6,2.0 TFSI Premium Plus,sedan,49000,petrol,automatic,2010,Delhi,599000
231,Audi,A4,35 TFSi Premium,sedan,62000,petrol,automatic,2015,Delhi,1825000
232,Audi,A4,30 TFSI Premium Plus,sedan,29001,petrol,automatic,2017,Delhi,2600000
233,Audi,S5,3.0 TFSIq Tiptronic,sedan,9000,petrol,automatic,2020,Delhi,6800000
234,Audi,Q7,40 TFSI Quattro Technology,suv,40000,petrol,automatic,2018,Delhi,6200000
235,Audi,A6,45 TFSI Technology,sedan,5300,petrol,automatic,2020,Delhi,5500000
236,Audi,R8,4.2 FSI Quattro,coupe,16000,petrol,manual,2012,Mumbai,6975000
237,Bentley,Continental,GT,coupe,16000,petrol,automatic,2010,Delhi,4400000
238,BMW,X1,xDrive 20d xLine,suv,32222,diesel,automatic,2016,Bangalore,2950000
239,BMW,X1,sDrive20d xLine,suv,9000,diesel,automatic,2022,Bangalore,4750000
240,BMW,X1,sDrive20d,suv,63000,diesel,automatic,2013,Bangalore,2050000
241,BMW,Series,GT 530d LE,sedan,70000,diesel,automatic,2011,Bangalore,2250000
242,BMW,Series,320d Prestige,sedan,42065,diesel,automatic,2015,Bangalore,2090000
243,BMW,X5,xDrive 30d M Sport,suv,64000,diesel,automatic,2016,Bangalore,5195000
244,BMW,Series,730Ld Design Pure Excellence,sedan,69000,diesel,automatic,2013,Bangalore,2700000
245,BMW,X3,xDrive 20d xLine,suv,40000,diesel,automatic,2016,Bangalore,3675000
246,BMW,Series,330d Sedan,sedan,49366,diesel,automatic,2010,Bangalore,1107000
247,BMW,Series,320d Luxury Line,sedan,59000,diesel,automatic,2013,Bangalore,1725000
248,BMW,X5,xDrive 30d M Sport,suv,34000,diesel,automatic,2017,Bangalore,5600000
249,BMW,X1,sDrive20d,suv,51000,diesel,automatic,2011,Bangalore,1350000
250,BMW,Series,730Ld DPE Signature,sedan,7000,diesel,automatic,2019,Bangalore,12200000
251,BMW,Series,320d Luxury Line,sedan,58000,diesel,automatic,2016,Bangalore,2550000
252,BMW,Series,520d Luxury Line,sedan,28603,diesel,automatic,2018,Bangalore,4995000
253,BMW,X6,xDrive30d,luxury vehicles,81000,diesel,automatic,2011,Bangalore,1650000
254,BMW,X3,xDrive30d M Sport,suv,53500,diesel,automatic,2016,Bangalore,4500000
255,BMW,X3,xDrive20d,suv,81000,diesel,automatic,2012,Bangalore,1475000
256,BMW,Series,GT 320d Luxury Line,sedan,38000,diesel,automatic,2015,Bangalore,2775000
257,BMW,X1,sDrive 20d xLine,suv,55000,diesel,automatic,2018,Bangalore,3350000
258,BMW,Series,530d Highline Sedan,sedan,80000,diesel,automatic,2008,Bangalore,1200000
259,BMW,Series,520d Luxury Line,sedan,8000,diesel,automatic,2019,Bangalore,5550000
260,BMW,Series,525d Luxury Line,sedan,70000,diesel,automatic,2015,Bangalore,2775000
261,BMW,Series,520d Modern Line,sedan,97000,diesel,automatic,2014,Bangalore,2375000
262,BMW,X5,xDrive 30d xLine,suv,24001,diesel,automatic,2020,Bangalore,8550000
263,BMW,X1,sDrive20d,suv,75048,diesel,automatic,2012,Bangalore,1350000
264,BMW,Series,320d Highline,sedan,120000,diesel,automatic,2011,Bangalore,1100000
265,BMW,X5,3.0d,suv,125000,diesel,automatic,2008,Bangalore,1150000
266,BMW,X5,xDrive 30d,suv,88000,diesel,automatic,2008,Bangalore,1150000
267,BMW,X3,xDrive20d,suv,80000,diesel,automatic,2012,Bangalore,1450000
268,BMW,Series,GT 530d LE,sedan,78000,diesel,automatic,2011,Bangalore,1550000
269,BMW,Series,320d Luxury Line,sedan,93000,diesel,automatic,2016,Bangalore,2250000
270,BMW,Series,320d,sedan,78975,diesel,automatic,2011,Bangalore,1275000
271,BMW,Series,320d Highline,sedan,78000,diesel,automatic,2011,Bangalore,990000
272,BMW,Series,520d Luxury Line,sedan,61000,diesel,automatic,2014,Bangalore,2390000
273,BMW,Series,320d,luxury vehicles,78000,diesel,automatic,2011,Bangalore,1300000
274,BMW,Series,520d Sedan,sedan,70000,diesel,automatic,2011,Bangalore,1650000
275,BMW,Series,520d Luxury Line,sedan,74000,diesel,automatic,2015,Gurgaon,2250000
276,BMW,Series,320d GT Luxury Line,sedan,56000,diesel,automatic,2015,Gurgaon,2000000
277,BMW,Series,520d Luxury Line,sedan,74000,diesel,automatic,2015,Gurgaon,2250000
278,BMW,Series,320d GT Luxury Line,sedan,56000,diesel,automatic,2015,Gurgaon,2000000
279,BMW,Series,520d Luxury Line,sedan,74000,diesel,automatic,2015,Gurgaon,2250000
280,BMW,Series,320d GT Luxury Line,sedan,56000,diesel,automatic,2015,Gurgaon,2000000
281,BMW,X3,xDrive 20d Luxury Line,suv,17000,diesel,automatic,2018,Gurgaon,4685000
282,BMW,Series,520d Luxury Line,sedan,74000,diesel,automatic,2015,Gurgaon,2250000
283,BMW,Series,320d GT Luxury Line,sedan,56000,diesel,automatic,2015,Gurgaon,2000000
284,BMW,X5,xDrive 30d Design Pure Experience 5 Seater,suv,35000,diesel,automatic,2016,Gurgaon,4500000
285,BMW,X1,sDrive 20d xLine,suv,66754,diesel,automatic,2016,Gurgaon,1700000
286,BMW,X1,sDrive 20d xLine,suv,24000,diesel,automatic,2019,Gurgaon,3290000
287,BMW,Series,320d,luxury vehicles,83000,diesel,automatic,2011,Hyderabad,1099000
288,BMW,Series,320d,sedan,154000,diesel,automatic,2016,Hyderabad,1899000
